Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Ceratium tripos var. atlanticum,Ceratium tripos,Nordli (1957),growth rate,20,2.26E-06,s^-1,59.67,10.61
Ceratium tripos var. atlanticum,Ceratium tripos,Nordli (1957),growth rate,25,1.54E-06,s^-1,59.67,10.61
Neoceratium fusus,Ceratium fusus,Nordli (1957),growth rate,10,1.31E-06,s^-1,59.67,10.61
Neoceratium fusus,Ceratium fusus,Nordli (1957),growth rate,15,2.34E-06,s^-1,59.67,10.61
Neoceratium fusus,Ceratium fusus,Nordli (1957),growth rate,20,1.67E-06,s^-1,59.67,10.61
Neoceratium fusus,Ceratium fusus,Nordli (1957),growth rate,25,1.15E-06,s^-1,59.67,10.61
Biceratium furca,Ceratium furca,Nordli (1957),growth rate,5,0,s^-1,59.67,10.61
Biceratium furca,Ceratium furca,Nordli (1957),growth rate,10,5.29E-07,s^-1,59.67,10.61
Biceratium furca,Ceratium furca,Nordli (1957),growth rate,15,2.20E-06,s^-1,59.67,10.61
Biceratium furca,Ceratium furca,Nordli (1957),growth rate,20,2.70E-06,s^-1,59.67,10.61
Biceratium furca,Ceratium furca,Nordli (1957),growth rate,25,1.72E-06,s^-1,59.67,10.61
Neoceratium lineatum,Ceratium lineatum,Nordli (1957),growth rate,5,2.97E-07,s^-1,59.67,10.61
Neoceratium lineatum,Ceratium lineatum,Nordli (1957),growth rate,10,1.32E-06,s^-1,59.67,10.61
Neoceratium lineatum,Ceratium lineatum,Nordli (1957),growth rate,15,1.72E-06,s^-1,59.67,10.61
Neoceratium lineatum,Ceratium lineatum,Nordli (1957),growth rate,20,2.70E-06,s^-1,59.67,10.61
Neoceratium lineatum,Ceratium lineatum,Nordli (1957),growth rate,25,2.21E-06,s^-1,59.67,10.61
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,12.5,2.94E-06,s^-1,59.47,17.93
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,16.5,5.09E-06,s^-1,59.47,17.93
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,20.5,6.18E-06,s^-1,59.47,17.93
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,24.5,6.49E-06,s^-1,59.47,17.93
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,27.5,6.84E-06,s^-1,59.47,17.93
Planktothrix agardhii,Planktothrix agardhii,Ahlgren (1978),growth rate,27.5,5.68E-06,s^-1,59.47,17.93
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,15,0,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,17,3.28E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,18,3.30E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,19,3.77E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,21,4.17E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,22,5.67E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,23,0.00000625,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,24,6.66E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,25,7.21E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,26,0.000006794,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,27,7.05E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,28,5.45E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,29,3.84E-06,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,30,0,s^-1,37.51,-68.24
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,15,0,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,17,1.92E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,18,1.92E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,19,2.63E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,22,4.24E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,23,4.64E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,24,5.13E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,25,5.76E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,26,5.03E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,27,5.45E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,28,4.97E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,29,5.03E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,30,5.20E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,31,4.97E-06,s^-1,0,-140
Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,Johnson (2006),growth rate,33,0,s^-1,0,-140
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,11,1.15E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,13,2.25E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,14,2.45E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,15,2.80E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,18,3.14E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,19,3.82E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,24,5.32E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,25,5.37E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,26,4.91E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,28,3.26E-06,s^-1,-5.7,-107.1
Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,Johnson (2006),growth rate,29,0,s^-1,-5.7,-107.1
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,20,0.000004213,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,20,0.000004375,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,20,4.86E-06,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,28,7.13E-06,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,28,7.45E-06,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,32,8.26E-06,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,32,0.00000875,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,36,0.000004375,s^-1,52.4,5.71
Planktothrix agardhii,Planktothrix agardhii,van Liere (1979),growth rate,36,5.02E-06,s^-1,52.4,5.71
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,25,9.03E-07,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,26,9.40E-06,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,27,9.40E-06,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,28,1.39E-05,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,29,1.39E-05,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,30,1.39E-05,s^-1,12.31,-56.04
Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,31,9.03E-07,s^-1,12.31,-56.04
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,25,9.03E-07,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,26,9.28E-06,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,27,9.28E-06,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,28,1.18E-05,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,29,1.18E-05,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,30,1.23E-05,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-3,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,31,9.03E-07,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,25,9.03E-07,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,26,9.03E-07,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,27,1.08E-06,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,28,5.68E-06,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,29,5.68E-06,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,30,9.03E-07,s^-1,22.76,-158.01
Crocosphaera watsonii strain P-7,Crocosphaera watsonii,Falcï¿½n (2005),growth rate,31,9.03E-07,s^-1,22.76,-158.01
"Acutodesmus obliquus strain SAG 276-3a ,CCAP 276/3A, UTEX 72",Acutodesmus obliquus,Martï¿½nez et al. (1999),growth rate,20,5.75E-06,s^-1,NA,NA
"Acutodesmus obliquus strain SAG 276-3a ,CCAP 276/3A, UTEX 72",Acutodesmus obliquus,Martï¿½nez et al. (1999),growth rate,25,6.56E-06,s^-1,NA,NA
"Acutodesmus obliquus strain SAG 276-3a ,CCAP 276/3A, UTEX 72",Acutodesmus obliquus,Martï¿½nez et al. (1999),growth rate,30,7.55E-06,s^-1,NA,NA
"Acutodesmus obliquus strain SAG 276-3a ,CCAP 276/3A, UTEX 72",Acutodesmus obliquus,Martï¿½nez et al. (1999),growth rate,35,6.22E-06,s^-1,NA,NA
Nitzschia holsatica,Nitzschia holsatica,Mï¿½ller (1971),growth rate,15,1.98E-05,s^-1,47.59,9.44
Nitzschia holsatica,Nitzschia holsatica,Mï¿½ller (1971),growth rate,20,0.000021003,s^-1,47.59,9.44
Nitzschia holsatica,Nitzschia holsatica,Mï¿½ller (1971),growth rate,23,2.31E-05,s^-1,47.59,9.44
Nitzschia holsatica,Nitzschia holsatica,Mï¿½ller (1971),growth rate,26,2.56E-05,s^-1,47.59,9.44
Nitzschia holsatica,Nitzschia holsatica,Mï¿½ller (1971),growth rate,30,2.49E-05,s^-1,47.59,9.44
Fragilaria crotonensis,Fragilaria crotonensis,Mï¿½ller (1971),growth rate,15,1.49E-05,s^-1,47.59,9.44
Fragilaria crotonensis,Fragilaria crotonensis,Mï¿½ller (1971),growth rate,20,0.000016005,s^-1,47.59,9.44
Fragilaria crotonensis,Fragilaria crotonensis,Mï¿½ller (1971),growth rate,23,2.09E-05,s^-1,47.59,9.44
Fragilaria crotonensis,Fragilaria crotonensis,Mï¿½ller (1971),growth rate,26,2.40E-05,s^-1,47.59,9.44
Fragilaria crotonensis,Fragilaria crotonensis,Mï¿½ller (1971),growth rate,30,1.29E-05,s^-1,47.59,9.44
Fragilaria capucina,Fragilaria capucina,Mï¿½ller (1971),growth rate,15,1.83E-05,s^-1,47.59,9.44
Fragilaria capucina,Fragilaria capucina,Mï¿½ller (1971),growth rate,20,2.02E-05,s^-1,47.59,9.44
Fragilaria capucina,Fragilaria capucina,Mï¿½ller (1971),growth rate,23,1.92E-05,s^-1,47.59,9.44
Fragilaria capucina,Fragilaria capucina,Mï¿½ller (1971),growth rate,26,0.000011753,s^-1,47.59,9.44
Diatoma tenue,Diatoma tenue,Mï¿½ller (1971),growth rate,15,1.04E-05,s^-1,47.59,9.44
Diatoma tenue,Diatoma tenue,Mï¿½ller (1971),growth rate,20,1.92E-05,s^-1,47.59,9.44
Diatoma tenue,Diatoma tenue,Mï¿½ller (1971),growth rate,23,1.48E-05,s^-1,47.59,9.44
Diatoma tenue,Diatoma tenue,Mï¿½ller (1971),growth rate,26,1.17E-05,s^-1,47.59,9.44
Synedra acus var. radians,Synedra acus,Mï¿½ller (1971),growth rate,15,1.60E-05,s^-1,47.59,9.44
Synedra acus var. radians,Synedra acus,Mï¿½ller (1971),growth rate,20,1.75E-05,s^-1,47.59,9.44
Synedra acus var. radians,Synedra acus,Mï¿½ller (1971),growth rate,23,0.000015997,s^-1,47.59,9.44
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,18.5,0,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,20,3.24E-07,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,21,1.13E-06,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,24,2.14E-06,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,27,2.88E-06,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,30,2.43E-06,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,31,0.000001794,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,32,1.72E-06,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,34,8.33E-07,s^-1,35,-76
"Trichodesmium erythraeum strain IMS101, CCMP 1985",Trichodesmium erythraeum,Breitbarth et al. (2007),growth rate,36,0,s^-1,35,-76
Synechococcus sp. strain A,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,14,4.05E-06,s^-1,32.81,35.59
Synechococcus sp. strain A,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,20,1.13E-05,s^-1,32.81,35.59
Synechococcus sp. strain A,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,28,1.03E-05,s^-1,32.81,35.59
Synechococcus sp. strain B,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,14,4.98E-06,s^-1,32.81,35.59
Synechococcus sp. strain B,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,20,1.35E-05,s^-1,32.81,35.59
Synechococcus sp. strain B,Synechococcus,Malinsky-Rushansky et al. (2002),growth rate,28,1.38E-05,s^-1,32.81,35.59
Chlorella homosphaera,Mychonastes homosphaera,Malinsky-Rushansky et al. (2002),growth rate,14,1.10E-05,s^-1,32.81,35.59
Chlorella homosphaera,Mychonastes homosphaera,Malinsky-Rushansky et al. (2002),growth rate,20,1.38E-05,s^-1,32.81,35.59
Chlorella homosphaera,Mychonastes homosphaera,Malinsky-Rushansky et al. (2002),growth rate,28,6.48E-06,s^-1,32.81,35.59
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,14,1.13E-06,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,20,1.15E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,23,1.78E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,26,2.18E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,28,2.31E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,30,2.66E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,32,2.57E-05,s^-1,NA,NA
Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,Mortensen et al. (1988),growth rate,36,1.96E-05,s^-1,NA,NA
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,4,0.000002662,s^-1,-66.28,110.48
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,6,4.51E-06,s^-1,-66.28,110.48
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,9,4.63E-06,s^-1,-66.28,110.48
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,14,3.01E-06,s^-1,-66.28,110.48
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,20,2.20E-06,s^-1,-66.28,110.48
Chlamydomonas strain UMACC 229,Chlamydomonas,Teoh et al. (2004),growth rate,30,5.79E-07,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,4,3.94E-06,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,6,3.01E-06,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,9,0.000002662,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,14,0.000003125,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,20,2.89E-06,s^-1,-66.28,110.48
Navicula strain UMACC 231,Navicula,Teoh et al. (2004),growth rate,30,1.97E-06,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,4,9.26E-07,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,6,1.97E-06,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,9,1.62E-06,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,14,2.89E-06,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,20,1.85E-06,s^-1,-66.28,110.48
Klebsormidium strain UMACC 227,Klebsormidium,Teoh et al. (2004),growth rate,30,3.47E-07,s^-1,-66.28,110.48
Pseudo-nitzschia granii,Pseudo-nitzschia granii,El-Sabaawi & Harrison (2006),growth rate,8,4.14E-06,s^-1,45,-145
Pseudo-nitzschia granii,Pseudo-nitzschia granii,El-Sabaawi & Harrison (2006),growth rate,10,6.38E-06,s^-1,45,-145
Pseudo-nitzschia granii,Pseudo-nitzschia granii,El-Sabaawi & Harrison (2006),growth rate,14,6.84E-06,s^-1,45,-145
Pseudo-nitzschia granii,Pseudo-nitzschia granii,El-Sabaawi & Harrison (2006),growth rate,17,4.77E-06,s^-1,45,-145
Pseudo-nitzschia granii,Pseudo-nitzschia granii,El-Sabaawi & Harrison (2006),growth rate,20,0,s^-1,45,-145
Corethron pennatum,Chaetoceros criophilus,Fiala & Oriol (1990),growth rate,0,1.98E-06,s^-1,-58,62
Corethron pennatum,Chaetoceros criophilus,Fiala & Oriol (1990),growth rate,2,2.09E-06,s^-1,-58,62
Corethron pennatum,Chaetoceros criophilus,Fiala & Oriol (1990),growth rate,4,2.79E-06,s^-1,-58,62
Corethron pennatum,Chaetoceros criophilus,Fiala & Oriol (1990),growth rate,5,0,s^-1,-58,62
Synedra sp.,Synedra,Fiala & Oriol (1990),growth rate,1,3.51E-06,s^-1,-58,62
Synedra sp.,Synedra,Fiala & Oriol (1990),growth rate,5,4.48E-06,s^-1,-58,62
Synedra sp.,Synedra,Fiala & Oriol (1990),growth rate,7,4.28E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,0,3.61E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,3,5.90E-06,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,4,0.000006331,s^-1,-58,62
Fragilariopsis kerguelensis,Fragilariopsis kerguelensis,Fiala & Oriol (1990),growth rate,7,3.69E-06,s^-1,-58,62
Pseudo-nitzschia turgiduloides,Pseudo-nitzschia turgiduloides,Fiala & Oriol (1990),growth rate,1,3.45E-06,s^-1,-58,62
Pseudo-nitzschia turgiduloides,Pseudo-nitzschia turgiduloides,Fiala & Oriol (1990),growth rate,3,4.78E-06,s^-1,-58,62
Pseudo-nitzschia turgiduloides,Pseudo-nitzschia turgiduloides,Fiala & Oriol (1990),growth rate,7,3.73E-06,s^-1,-58,62
Pseudo-nitzschia turgiduloides,Pseudo-nitzschia turgiduloides,Fiala & Oriol (1990),growth rate,8,3.01E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,0,5.20E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,3,5.28E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,5,5.80E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,7,3.14E-06,s^-1,-58,62
Fragilariopsis cylindrus,Fragilariopsis cylindrus,Fiala & Oriol (1990),growth rate,9,3.19E-06,s^-1,-58,62
Stellarima microtrias,Stellarima microtrias,Fiala & Oriol (1990),growth rate,1,5.73E-06,s^-1,-58,62
Stellarima microtrias,Stellarima microtrias,Fiala & Oriol (1990),growth rate,4,6.13E-06,s^-1,-58,62
